Case Number,Day,When,What,Duration,Charges,Closed,Casecode
19-001,Thursday,2/28/2019,A103,0.75,FELONY,5/21/2019,APCON
19-001,Thursday,2/28/2019,A103,0.5,FELONY,5/21/2019,APCON
19-001,Thursday,2/28/2019,APPT,0.25,FELONY,5/21/2019,APCON
19-001,Friday,3/1/2019,CH,0.5,FELONY,5/21/2019,APCON
19-001,Saturday,3/2/2019,A103,1,FELONY,5/21/2019,APCON
19-001,Monday,3/4/2019,JV,0.5,FELONY,5/21/2019,APCON
19-001,Monday,3/4/2019,A112,0.5,FELONY,5/21/2019,APCON
19-001,Tuesday,3/5/2019,A112,0.25,FELONY,5/21/2019,APCON
19-001,Tuesday,3/5/2019,A112,0.25,FELONY,5/21/2019,APCON
19-001,Tuesday,3/5/2019,A112,0.25,FELONY,5/21/2019,APCON
19-001,Tuesday,3/5/2019,A104,0.5,FELONY,5/21/2019,APCON
19-001,Wednesday,3/6/2019,A112,0.25,FELONY,5/21/2019,APCON
19-001,Wednesday,3/6/2019,CH,0.75,FELONY,5/21/2019,APCON
19-001,Wednesday,3/6/2019,JV,0.25,FELONY,5/21/2019,APCON
19-001,Thursday,3/7/2019,A105,0.5,FELONY,5/21/2019,APCON
19-001,Thursday,3/7/2019,A108,0.25,FELONY,5/21/2019,APCON
19-001,Thursday,3/7/2019,A112,0.25,FELONY,5/21/2019,APCON
19-001,Thursday,3/7/2019,A104,2.25,FELONY,5/21/2019,APCON
19-001,Friday,3/8/2019,A108,0.25,FELONY,5/21/2019,APCON
19-001,Friday,3/8/2019,A112,0.25,FELONY,5/21/2019,APCON
19-001,Friday,3/8/2019,A104,0.25,FELONY,5/21/2019,APCON
19-001,Friday,3/8/2019,A112,0.5,FELONY,5/21/2019,APCON
19-001,Friday,3/8/2019,CH,0.5,FELONY,5/21/2019,APCON
19-001,Friday,3/8/2019,A104,0.75,FELONY,5/21/2019,APCON
19-001,Friday,3/8/2019,A103,0.5,FELONY,5/21/2019,APCON
19-001,Saturday,3/9/2019,A103,0.75,FELONY,5/21/2019,APCON
19-001,Saturday,3/9/2019,PREPARE,4.25,FELONY,5/21/2019,APCON
19-001,Sunday,3/10/2019,A112,0.5,FELONY,5/21/2019,APCON
19-001,Sunday,3/10/2019,A105,0.25,FELONY,5/21/2019,APCON
19-001,Monday,3/11/2019,PREPARE,0.75,FELONY,5/21/2019,APCON
19-001,Monday,3/11/2019,CH,0.75,FELONY,5/21/2019,APCON
19-001,Monday,3/11/2019,A103,1.25,FELONY,5/21/2019,APCON
19-001,Monday,3/11/2019,A112,0.25,FELONY,5/21/2019,APCON
19-001,Monday,3/11/2019,MOTION,0.25,FELONY,5/21/2019,APCON
19-001,Wednesday,3/13/2019,JV,0.75,FELONY,5/21/2019,APCON
19-001,Wednesday,3/13/2019,A112,0.25,FELONY,5/21/2019,APCON
19-001,Thursday,3/14/2019,CH,0.5,FELONY,5/21/2019,APCON
19-001,Tuesday,3/19/2019,JV,1.25,FELONY,5/21/2019,APCON
19-001,Wednesday,3/20/2019,A112,0.25,FELONY,5/21/2019,APCON
19-001,Thursday,3/21/2019,PREPARE,0.25,FELONY,5/21/2019,APCON
19-001,Thursday,3/21/2019,A112,0.5,FELONY,5/21/2019,APCON
19-001,Thursday,3/21/2019,CH,0.5,FELONY,5/21/2019,APCON
19-001,Thursday,3/21/2019,JV,0.5,FELONY,5/21/2019,APCON
19-001,Friday,3/22/2019,JV,0.5,FELONY,5/21/2019,APCON
19-001,Friday,3/22/2019,A112,0.5,FELONY,5/21/2019,APCON
19-001,Friday,3/22/2019,JV,1.25,FELONY,5/21/2019,APCON
19-001,Friday,3/22/2019,A112,0.25,FELONY,5/21/2019,APCON
19-001,Saturday,3/23/2019,PREPARE,1.75,FELONY,5/21/2019,APCON
19-001,Monday,3/25/2019,PREPARE,2,FELONY,5/21/2019,APCON
19-001,Monday,3/25/2019,JT,0.5,FELONY,5/21/2019,APCON
19-001,Monday,3/25/2019,JT,2.5,FELONY,5/21/2019,APCON
19-001,Monday,3/25/2019,JT,3,FELONY,5/21/2019,APCON
19-001,Monday,3/25/2019,PREPARE,1,FELONY,5/21/2019,APCON
19-001,Tuesday,3/26/2019,PREPARE,2,FELONY,5/21/2019,APCON
19-001,Tuesday,3/26/2019,JT,3,FELONY,5/21/2019,APCON
19-001,Tuesday,3/26/2019,JT,3.5,FELONY,5/21/2019,APCON
19-001,Tuesday,3/26/2019,JT,0.25,FELONY,5/21/2019,APCON
19-001,Wednesday,3/27/2019,PREPARE,1.5,FELONY,5/21/2019,APCON
19-001,Wednesday,3/27/2019,JT,3,FELONY,5/21/2019,APCON
19-001,Wednesday,3/27/2019,JT,2.75,FELONY,5/21/2019,APCON
19-001,Wednesday,3/27/2019,JT,2.5,FELONY,5/21/2019,APCON
19-001,Thursday,3/28/2019,PREPARE,2,FELONY,5/21/2019,APCON
19-001,Thursday,3/28/2019,JT,7.5,FELONY,5/21/2019,APCON
19-001,Friday,3/29/2019,JT,0.25,FELONY,5/21/2019,APCON
19-001,Friday,3/29/2019,JT,0.25,FELONY,5/21/2019,APCON
19-001,Friday,3/29/2019,JT,1.25,FELONY,5/21/2019,APCON
19-001,Wednesday,4/3/2019,K-FEEAPP,0,FELONY,5/21/2019,APCON
19-001,Monday,4/29/2019,K-FEEORD,0,FELONY,5/21/2019,APCON
19-001,Thursday,5/2/2019,A104,0.5,FELONY,5/21/2019,APCON
19-001,Thursday,5/2/2019,JV,1,FELONY,5/21/2019,APCON
19-001,Monday,5/6/2019,CH,1.5,FELONY,5/21/2019,APCON
19-001,Tuesday,5/21/2019,CH,0.5,FELONY,5/21/2019,APCON
19-001,Tuesday,6/4/2019,K-FEEAPP,0,FELONY,5/21/2019,APCON
19-001,Thursday,8/6/2020,JV,0.5,FELONY,5/21/2019,APCON
19-001,Thursday,8/6/2020,A103,2,FELONY,5/21/2019,APCON
19-001,Thursday,8/13/2020,CH,0.25,FELONY,5/21/2019,APCON
19-001,Thursday,4/1/2021,A106,0.25,FELONY,5/21/2019,APCON
19-001,Tuesday,6/22/2021,CH,0.5,FELONY,5/21/2019,APCON
18-267,Tuesday,11/13/2018,CH,0.25,FELONY,12/10/2019,APCON
18-267,Wednesday,11/14/2018,A101,0.5,FELONY,12/10/2019,APCON
18-267,Friday,11/16/2018,CH,0.25,FELONY,12/10/2019,APCON
18-267,Thursday,1/3/2019,CH,0.25,FELONY,12/10/2019,APCON
18-267,Tuesday,1/8/2019,JV,0.75,FELONY,12/10/2019,APCON
18-267,Monday,1/14/2019,CH,0.25,FELONY,12/10/2019,APCON
18-267,Tuesday,1/15/2019,A108,0.25,FELONY,12/10/2019,APCON
18-267,Tuesday,1/15/2019,A107,0.25,FELONY,12/10/2019,APCON
18-267,Tuesday,1/15/2019,CH,0.75,FELONY,12/10/2019,APCON
18-267,Friday,1/18/2019,A101,0.25,FELONY,12/10/2019,APCON
18-267,Monday,1/21/2019,A101,0.25,FELONY,12/10/2019,APCON
18-267,Tuesday,1/22/2019,CH,0.25,FELONY,12/10/2019,APCON
18-267,Thursday,3/7/2019,CH,0.25,FELONY,12/10/2019,APCON
18-267,Monday,3/25/2019,JS,0.5,FELONY,12/10/2019,APCON
18-267,Tuesday,5/7/2019,CH,0.25,FELONY,12/10/2019,APCON
18-267,Thursday,5/9/2019,CH,0.25,FELONY,12/10/2019,APCON
18-267,Friday,8/30/2019,CH,0,FELONY,12/10/2019,APCON
18-267,Tuesday,9/10/2019,A106,0.25,FELONY,12/10/2019,APCON
18-267,Tuesday,9/10/2019,CH,0.5,FELONY,12/10/2019,APCON
18-267,Wednesday,9/11/2019,A106,0.25,FELONY,12/10/2019,APCON
18-267,Friday,9/13/2019,CH,0.5,FELONY,12/10/2019,APCON
18-267,Tuesday,9/17/2019,A106,0.5,FELONY,12/10/2019,APCON
18-267,Friday,9/27/2019,A106,0.5,FELONY,12/10/2019,APCON
18-267,Friday,9/27/2019,CH,0.5,FELONY,12/10/2019,APCON
18-267,Friday,11/1/2019,CH,0.5,FELONY,12/10/2019,APCON
18-267,Thursday,11/7/2019,A106,0.5,FELONY,12/10/2019,APCON
18-267,Friday,11/8/2019,CH,0.5,FELONY,12/10/2019,APCON
18-267,Tuesday,12/10/2019,CH,0.5,FELONY,12/10/2019,APCON
18-025,Thursday,2/8/2018,CH,0.75,OTHER,5/1/2019,APCON
18-025,Thursday,2/22/2018,CH,0.75,OTHER,5/1/2019,APCON
18-025,Friday,2/23/2018,A107,0.25,OTHER,5/1/2019,APCON
18-025,Wednesday,3/7/2018,A107,0.25,OTHER,5/1/2019,APCON
18-025,Wednesday,3/21/2018,A107,0.5,OTHER,5/1/2019,APCON
18-025,Thursday,3/22/2018,A108,0.25,OTHER,5/1/2019,APCON
18-025,Tuesday,3/27/2018,A108,0.25,OTHER,5/1/2019,APCON
18-025,Wednesday,3/28/2018,CH,0.5,OTHER,5/1/2019,APCON
18-025,Friday,3/30/2018,A108,0.5,OTHER,5/1/2019,APCON
18-025,Wednesday,4/4/2018,A107,0.25,OTHER,5/1/2019,APCON
18-025,Friday,4/6/2018,A106,1,OTHER,5/1/2019,APCON
18-025,Thursday,4/12/2018,CH,2,OTHER,5/1/2019,APCON
18-025,Friday,4/13/2018,A106,0.75,OTHER,5/1/2019,APCON
18-025,Thursday,4/19/2018,CH,0.5,OTHER,5/1/2019,APCON
18-025,Friday,4/20/2018,A106,0.5,OTHER,5/1/2019,APCON
18-025,Saturday,4/21/2018,A107,0.25,OTHER,5/1/2019,APCON
18-025,Friday,5/4/2018,A107,1,OTHER,5/1/2019,APCON
18-025,Tuesday,6/5/2018,CH,0.5,OTHER,5/1/2019,APCON
18-025,Friday,6/8/2018,A106,0.5,OTHER,5/1/2019,APCON
18-025,Friday,6/8/2018,A107,0.25,OTHER,5/1/2019,APCON
18-025,Saturday,6/9/2018,A107,0.25,OTHER,5/1/2019,APCON
18-025,Sunday,6/10/2018,A107,0.25,OTHER,5/1/2019,APCON
18-025,Monday,6/11/2018,A107,0.5,OTHER,5/1/2019,APCON
18-025,Tuesday,6/12/2018,A107,1.25,OTHER,5/1/2019,APCON
18-025,Friday,6/15/2018,A106,0.25,OTHER,5/1/2019,APCON
18-025,Wednesday,6/20/2018,A104,0.25,OTHER,5/1/2019,APCON
18-025,Monday,7/2/2018,A107,0.5,OTHER,5/1/2019,APCON
18-025,Thursday,7/5/2018,A107,0.5,OTHER,5/1/2019,APCON
18-025,Tuesday,7/10/2018,CH,1,OTHER,5/1/2019,APCON
18-025,Tuesday,7/17/2018,A107,1,OTHER,5/1/2019,APCON
18-025,Wednesday,7/18/2018,CH,0.5,OTHER,5/1/2019,APCON
18-025,Tuesday,10/16/2018,A104,0.25,OTHER,5/1/2019,APCON
18-025,Wednesday,10/24/2018,A106,0.25,OTHER,5/1/2019,APCON
18-025,Sunday,10/28/2018,A107,0.25,OTHER,5/1/2019,APCON
18-025,Monday,10/29/2018,A107,0.25,OTHER,5/1/2019,APCON
18-025,Thursday,11/1/2018,A106,0.5,OTHER,5/1/2019,APCON
18-025,Thursday,11/8/2018,A107,0.25,OTHER,5/1/2019,APCON
18-025,Thursday,11/8/2018,A102,2.75,OTHER,5/1/2019,APCON
18-025,Thursday,11/8/2018,A107,0.25,OTHER,5/1/2019,APCON
18-025,Thursday,11/8/2018,A107,0.5,OTHER,5/1/2019,APCON
18-025,Thursday,11/8/2018,CH,0.5,OTHER,5/1/2019,APCON
18-025,Thursday,11/8/2018,TRC,0.5,OTHER,5/1/2019,APCON
18-025,Friday,11/9/2018,A106,0.25,OTHER,5/1/2019,APCON
18-025,Tuesday,11/13/2018,A103,0.75,OTHER,5/1/2019,APCON
18-025,Wednesday,11/14/2018,A103,4.25,OTHER,5/1/2019,APCON
18-025,Wednesday,11/14/2018,A107,1,OTHER,5/1/2019,APCON
18-025,Thursday,11/15/2018,NOTE,0.5,OTHER,5/1/2019,APCON
18-025,Thursday,11/15/2018,A106,0.5,OTHER,5/1/2019,APCON
18-025,Thursday,11/15/2018,TRC,0.5,OTHER,5/1/2019,APCON
18-025,Friday,11/16/2018,A106,0.25,OTHER,5/1/2019,APCON
18-025,Wednesday,1/23/2019,TRC,0.5,OTHER,5/1/2019,APCON
18-025,Tuesday,2/19/2019,A101,0.5,OTHER,5/1/2019,APCON
18-025,Wednesday,2/20/2019,CH,2.75,OTHER,5/1/2019,APCON
18-025,Thursday,2/28/2019,A106,0.5,OTHER,5/1/2019,APCON
18-025,Thursday,2/28/2019,A107,0.5,OTHER,5/1/2019,APCON
18-025,Friday,4/5/2019,A106,0.25,OTHER,5/1/2019,APCON
18-025,Tuesday,4/9/2019,A106,0.25,OTHER,5/1/2019,APCON
18-025,Wednesday,4/10/2019,CH,0.5,OTHER,5/1/2019,APCON
18-025,Wednesday,4/10/2019,A106,0.5,OTHER,5/1/2019,APCON
18-025,Friday,4/12/2019,A103,1,OTHER,5/1/2019,APCON
18-025,Friday,4/12/2019,PHONE,0.25,OTHER,5/1/2019,APCON
18-025,Monday,4/15/2019,CH,0.75,OTHER,5/1/2019,APCON
18-025,Tuesday,4/16/2019,A104,0.5,OTHER,5/1/2019,APCON
18-025,Wednesday,4/17/2019,CH,0.5,OTHER,5/1/2019,APCON
18-025,Wednesday,4/17/2019,CH,0.75,OTHER,5/1/2019,APCON
18-025,Friday,4/19/2019,CH,0.5,OTHER,5/1/2019,APCON
18-025,Wednesday,6/26/2019,K-FEEORD,0,OTHER,5/1/2019,APCON
19-066,Monday,3/25/2019,A106,0.25,MISDO,3/8/2022,APCON
19-066,Friday,3/29/2019,CH,0.25,MISDO,3/8/2022,APCON
19-066,Monday,4/29/2019,CH,0.25,MISDO,3/8/2022,APCON
19-066,Friday,11/8/2019,CH,0.5,MISDO,3/8/2022,APCON
19-066,Tuesday,1/25/2022,CH,0.25,MISDO,3/8/2022,APCON
19-066,Tuesday,2/1/2022,A106,0.25,MISDO,3/8/2022,APCON
19-066,Tuesday,2/8/2022,CH,0.25,MISDO,3/8/2022,APCON
19-066,Tuesday,2/8/2022,CH,0.5,MISDO,3/8/2022,APCON
19-066,Tuesday,2/15/2022,CH,0.25,MISDO,3/8/2022,APCON
19-066,Tuesday,3/8/2022,CH,0.25,MISDO,3/8/2022,APCON
19-066,Wednesday,7/12/2023,CH,0.25,MISDO,3/8/2022,APCON
19-066,Monday,11/13/2023,CH,0.5,MISDO,3/8/2022,APCON
19-069,Tuesday,3/5/2019,MEET,0.5,,00/00/0000,CRI-DUI
19-069,Tuesday,3/26/2019,CH,0,,00/00/0000,CRI-DUI
19-069,Wednesday,4/3/2019,A106,0.25,,00/00/0000,CRI-DUI
19-069,Monday,4/8/2019,CH,0.5,,00/00/0000,CRI-DUI
19-069,Monday,4/29/2019,CH,0.5,,00/00/0000,CRI-DUI
19-069,Monday,6/10/2019,CH,0,,00/00/0000,CRI-DUI
19-069,Monday,6/10/2019,A101,0.25,,00/00/0000,CRI-DUI
19-069,Monday,7/8/2019,CH,0.25,,00/00/0000,CRI-DUI
19-069,Monday,7/15/2019,JT,2,,00/00/0000,CRI-DUI
19-069,Monday,10/7/2019,CH,0.5,,00/00/0000,CRI-DUI
19-069,Tuesday,1/14/2020,CH,0.5,,00/00/0000,CRI-DUI
19-069,Tuesday,1/28/2020,CH,0.5,,00/00/0000,CRI-DUI
19-069,Wednesday,3/1/2023,NOTE,0,,00/00/0000,CRI-DUI
18-231,Monday,10/1/2018,CH,0.5,FELONY,3/7/2019,APCON
18-231,Monday,10/1/2018,CH,0,FELONY,3/7/2019,APCON
18-231,Friday,10/26/2018,JV,0.5,FELONY,3/7/2019,APCON
18-231,Friday,10/26/2018,JV,0,FELONY,3/7/2019,APCON
18-231,Monday,10/29/2018,CH,0.5,FELONY,3/7/2019,APCON
18-231,Monday,10/29/2018,CH,0,FELONY,3/7/2019,APCON
18-231,Thursday,11/8/2018,A102,3.25,FELONY,3/7/2019,APCON
18-231,Friday,11/16/2018,A102,1.5,FELONY,3/7/2019,APCON
18-231,Friday,11/16/2018,A102,1.75,FELONY,3/7/2019,APCON
18-231,Monday,11/19/2018,D-MX,0,FELONY,3/7/2019,APCON
18-231,Monday,11/19/2018,A102,1.25,FELONY,3/7/2019,APCON
18-231,Tuesday,11/20/2018,MX,0.5,FELONY,3/7/2019,APCON
18-231,Monday,11/26/2018,CH,0.5,FELONY,3/7/2019,APCON
18-231,Monday,12/17/2018,CH,0,FELONY,3/7/2019,APCON
18-231,Monday,12/17/2018,CH,0.5,FELONY,3/7/2019,APCON
18-231,Friday,1/25/2019,JV,0,FELONY,3/7/2019,APCON
18-231,Friday,1/25/2019,JV,0.5,FELONY,3/7/2019,APCON
18-231,Monday,1/28/2019,CH,0.5,FELONY,3/7/2019,APCON
18-231,Monday,1/28/2019,CH,0,FELONY,3/7/2019,APCON
18-231,Tuesday,3/5/2019,A106,0.25,FELONY,3/7/2019,APCON
18-231,Wednesday,3/6/2019,A106,0.25,FELONY,3/7/2019,APCON
18-231,Wednesday,3/6/2019,A104,0.5,FELONY,3/7/2019,APCON
18-231,Thursday,3/7/2019,JV,0.5,FELONY,3/7/2019,APCON
18-231,Thursday,3/7/2019,JS,1,FELONY,3/7/2019,APCON
19-008,Friday,1/4/2019,A106,0,MISDO,3/25/2019,APCON
19-008,Tuesday,1/8/2019,CH,0.25,MISDO,3/25/2019,APCON
19-008,Tuesday,1/29/2019,CH,0.25,MISDO,3/25/2019,APCON
19-008,Saturday,3/23/2019,A101,0.25,MISDO,3/25/2019,APCON
19-008,Monday,3/25/2019,CH,0,MISDO,3/25/2019,APCON
18-317,Friday,1/4/2019,A106,0.5,PV,3/25/2019,APCON
18-317,Tuesday,1/8/2019,CH,0.25,PV,3/25/2019,APCON
18-317,Tuesday,1/29/2019,CH,0.25,PV,3/25/2019,APCON
18-317,Saturday,3/23/2019,A101,0.25,PV,3/25/2019,APCON
18-317,Monday,3/25/2019,CH,0,PV,3/25/2019,APCON
18-317,Thursday,2/13/2020,APPT,0.5,PV,3/25/2019,APCON
18-317,Thursday,2/20/2020,APPT,0.5,PV,3/25/2019,APCON
18-317,Tuesday,8/30/2022,NOTE,0,PV,3/25/2019,APCON
18-294,Tuesday,12/18/2018,CH,0,MISDO,3/12/2019,APCON
18-294,Thursday,1/24/2019,APPT,0.25,MISDO,3/12/2019,APCON
18-294,Monday,1/28/2019,CH,0.25,MISDO,3/12/2019,APCON
18-294,Friday,2/8/2019,CH,0.25,MISDO,3/12/2019,APCON
18-294,Monday,3/4/2019,CH,0.25,MISDO,3/12/2019,APCON
18-294,Tuesday,3/5/2019,CH,0.25,MISDO,3/12/2019,APCON
18-294,Tuesday,3/12/2019,CH,0.25,MISDO,3/12/2019,APCON
20-247,Tuesday,12/18/2018,CH,0,PV,6/1/2023,APCON
20-247,Thursday,1/24/2019,A106,0.25,PV,6/1/2023,APCON
20-247,Monday,1/28/2019,CH,0.25,PV,6/1/2023,APCON
20-247,Friday,2/8/2019,CH,0.25,PV,6/1/2023,APCON
20-247,Monday,3/4/2019,CH,0.25,PV,6/1/2023,APCON
20-247,Tuesday,3/5/2019,CH,0.25,PV,6/1/2023,APCON
20-247,Tuesday,3/12/2019,CH,0.5,PV,6/1/2023,APCON
20-247,Friday,10/16/2020,CH,0.5,PV,6/1/2023,APCON
20-247,Friday,4/15/2022,NOTE,0,PV,6/1/2023,APCON
18-277,Friday,11/9/2018,JV,0.75,FELONY,6/11/2019,APCON
18-277,Friday,11/9/2018,CH,0.5,FELONY,6/11/2019,APCON
18-277,Tuesday,11/13/2018,A107,0.5,FELONY,6/11/2019,APCON
18-277,Tuesday,11/13/2018,A106,0.5,FELONY,6/11/2019,APCON
18-277,Tuesday,11/13/2018,CH,0.5,FELONY,6/11/2019,APCON
18-277,Wednesday,11/14/2018,A106,0.5,FELONY,6/11/2019,APCON
18-277,Thursday,11/15/2018,APPT,0.5,FELONY,6/11/2019,APCON
18-277,Tuesday,11/27/2018,APPT,0.5,FELONY,6/11/2019,APCON
18-277,Monday,12/10/2018,CH,0.5,FELONY,6/11/2019,APCON
18-277,Tuesday,12/11/2018,CH,0.5,FELONY,6/11/2019,APCON
18-277,Wednesday,12/12/2018,A107,0.25,FELONY,6/11/2019,APCON
18-277,Monday,12/17/2018,CH,0.5,FELONY,6/11/2019,APCON
18-277,Tuesday,12/18/2018,JV,0.5,FELONY,6/11/2019,APCON
18-277,Wednesday,12/19/2018,CH,0.5,FELONY,6/11/2019,APCON
18-277,Monday,1/14/2019,JV,0.5,FELONY,6/11/2019,APCON
18-277,Thursday,1/17/2019,CH,0.5,FELONY,6/11/2019,APCON
18-277,Thursday,1/24/2019,APPT,0.75,FELONY,6/11/2019,APCON
18-277,Thursday,1/24/2019,JV,0.5,FELONY,6/11/2019,APCON
18-277,Tuesday,2/19/2019,CH,0.5,FELONY,6/11/2019,APCON
18-277,Thursday,2/28/2019,APPT,0.5,FELONY,6/11/2019,APCON
18-277,Tuesday,3/19/2019,CH,0.5,FELONY,6/11/2019,APCON
18-277,Wednesday,4/3/2019,CH,0.5,FELONY,6/11/2019,APCON
18-277,Tuesday,4/9/2019,JV,0.5,FELONY,6/11/2019,APCON
18-277,Wednesday,4/10/2019,CH,0.5,FELONY,6/11/2019,APCON
18-277,Thursday,4/18/2019,CH,1,FELONY,6/11/2019,APCON
18-277,Thursday,5/2/2019,CH,0.5,FELONY,6/11/2019,APCON
18-277,Tuesday,5/21/2019,CH,0.5,FELONY,6/11/2019,APCON
18-277,Tuesday,6/11/2019,CH,0.5,FELONY,6/11/2019,APCON
18-277,Thursday,6/30/2022,CH,0.5,FELONY,6/11/2019,APCON
18-149,Tuesday,7/17/2018,CH,0.5,MISDO,6/21/2019,APCON
18-149,Tuesday,7/31/2018,CH,0.25,MISDO,6/21/2019,APCON
18-149,Monday,9/10/2018,CH,0.25,MISDO,6/21/2019,APCON
18-149,Monday,11/5/2018,TRC,0.25,MISDO,6/21/2019,APCON
18-149,Tuesday,11/13/2018,CH,0.25,MISDO,6/21/2019,APCON
18-149,Monday,1/14/2019,CH,0.25,MISDO,6/21/2019,APCON
18-149,Monday,3/4/2019,CH,0.5,MISDO,6/21/2019,APCON
18-149,Wednesday,6/19/2019,CH,0.5,MISDO,6/21/2019,APCON
18-149,Friday,6/21/2019,CH,0.5,MISDO,6/21/2019,APCON
18-320,Tuesday,7/17/2018,CH,0,MISDO,8/2/2019,APCON
18-320,Tuesday,7/31/2018,CH,0.25,MISDO,8/2/2019,APCON
18-320,Monday,9/10/2018,CH,0.25,MISDO,8/2/2019,APCON
18-320,Monday,11/5/2018,TRC,0.25,MISDO,8/2/2019,APCON
18-320,Tuesday,11/13/2018,CH,0.25,MISDO,8/2/2019,APCON
18-320,Monday,1/14/2019,CH,0.25,MISDO,8/2/2019,APCON
18-320,Monday,3/4/2019,CH,0,MISDO,8/2/2019,APCON
19-071,Friday,3/29/2019,CH,0.25,PV,11/15/2022,APCON
19-071,Monday,4/29/2019,CH,0.25,PV,11/15/2022,APCON
19-071,Tuesday,11/15/2022,CH,0.25,PV,11/15/2022,APCON
19-070,Friday,3/29/2019,CH,0.25,MISDO,11/15/2022,APCON
19-070,Thursday,4/25/2019,APPT,0.25,MISDO,11/15/2022,APCON
19-070,Monday,4/29/2019,CH,0.25,MISDO,11/15/2022,APCON
19-070,Monday,11/25/2019,A106,0.25,MISDO,11/15/2022,APCON
19-070,Tuesday,9/29/2020,A106,0.25,MISDO,11/15/2022,APCON
19-070,Wednesday,10/14/2020,A106,0.25,MISDO,11/15/2022,APCON
19-070,Tuesday,11/15/2022,CH,0.25,MISDO,11/15/2022,APCON
18-176,Monday,10/15/2018,CH,0.5,MISDO,00/00/0000,APCON
18-176,Thursday,10/18/2018,CH,0.5,MISDO,00/00/0000,APCON
18-176,Monday,12/3/2018,A101,0.5,MISDO,00/00/0000,APCON
18-176,Monday,12/3/2018,CH,0.5,MISDO,00/00/0000,APCON
18-176,Tuesday,12/4/2018,CH,0.5,MISDO,00/00/0000,APCON
18-176,Tuesday,7/20/2021,CH,0.5,MISDO,00/00/0000,APCON
18-124,Thursday,5/24/2018,APPT,0.75,MISDO,4/10/2019,APCON
18-124,Tuesday,6/5/2018,CH,0.5,MISDO,4/10/2019,APCON
18-124,Wednesday,6/6/2018,APPT,0.5,MISDO,4/10/2019,APCON
18-124,Wednesday,7/4/2018,A106,0.25,MISDO,4/10/2019,APCON
18-124,Monday,7/9/2018,A106,0.5,MISDO,4/10/2019,APCON
18-124,Tuesday,7/10/2018,A108,0.5,MISDO,4/10/2019,APCON
18-124,Wednesday,7/11/2018,A106,0.25,MISDO,4/10/2019,APCON
18-124,Wednesday,7/11/2018,REDACT,0.5,MISDO,4/10/2019,APCON
18-124,Monday,7/30/2018,CH,0.5,MISDO,4/10/2019,APCON
18-124,Tuesday,7/31/2018,CH,0.5,MISDO,4/10/2019,APCON
18-124,Sunday,8/19/2018,A112,0.5,MISDO,4/10/2019,APCON
18-124,Monday,9/17/2018,CH,0.5,MISDO,4/10/2019,APCON
18-124,Wednesday,4/10/2019,CH,0.5,MISDO,4/10/2019,APCON
18-172,Wednesday,7/18/2018,CH,0.5,FELONY,5/2/2019,APCON
18-172,Friday,7/20/2018,CH,0.5,FELONY,5/2/2019,APCON
18-172,Monday,7/23/2018,JV,0.5,FELONY,5/2/2019,APCON
18-172,Monday,7/30/2018,CH,0.5,FELONY,5/2/2019,APCON
18-172,Tuesday,8/28/2018,CH,0.5,FELONY,5/2/2019,APCON
18-172,Thursday,8/30/2018,CH,0.5,FELONY,5/2/2019,APCON
18-172,Thursday,9/20/2018,CH,0.5,FELONY,5/2/2019,APCON
18-172,Friday,10/19/2018,CH,0.5,FELONY,5/2/2019,APCON
18-172,Friday,11/16/2018,CH,0.5,FELONY,5/2/2019,APCON
18-172,Tuesday,3/12/2019,CH,0.5,FELONY,5/2/2019,APCON
18-172,Wednesday,3/27/2019,CH,0,FELONY,5/2/2019,APCON
18-172,Friday,3/29/2019,CH,0.5,FELONY,5/2/2019,APCON
18-172,Monday,4/8/2019,CH,0.5,FELONY,5/2/2019,APCON
18-172,Tuesday,4/9/2019,CH,0.5,FELONY,5/2/2019,APCON
18-172,Thursday,5/2/2019,CH,0.75,FELONY,5/2/2019,APCON
20-045,Monday,2/26/2018,CH,0.5,MISDO,6/30/2020,APCON
20-045,Wednesday,2/27/2019,A106,0.25,MISDO,6/30/2020,APCON
20-045,Thursday,2/28/2019,CH,0.5,MISDO,6/30/2020,APCON
20-045,Monday,4/8/2019,CH,0.5,MISDO,6/30/2020,APCON
20-045,Monday,4/29/2019,CH,0.5,MISDO,6/30/2020,APCON
20-045,Monday,6/10/2019,CH,0,MISDO,6/30/2020,APCON
20-045,Monday,6/10/2019,A101,0.25,MISDO,6/30/2020,APCON
20-045,Monday,7/15/2019,CH,0.5,MISDO,6/30/2020,APCON
20-045,Monday,7/29/2019,CH,0.5,MISDO,6/30/2020,APCON
20-045,Monday,8/12/2019,CH,0.5,MISDO,6/30/2020,APCON
20-045,Tuesday,2/25/2020,CH,0.5,MISDO,6/30/2020,APCON
20-045,Tuesday,3/3/2020,CH,0.5,MISDO,6/30/2020,APCON
20-045,Thursday,4/16/2020,A106,0.5,MISDO,6/30/2020,APCON
20-045,Friday,4/24/2020,A111,0.25,MISDO,6/30/2020,APCON
20-045,Friday,4/24/2020,A111,0.25,MISDO,6/30/2020,APCON
20-045,Monday,6/15/2020,CH,0.5,MISDO,6/30/2020,APCON
20-045,Thursday,6/18/2020,A101,0.25,MISDO,6/30/2020,APCON
20-045,Tuesday,6/30/2020,CH,0.5,MISDO,6/30/2020,APCON
18-283,Monday,11/26/2018,CH,0.5,FELONY,7/3/2019,APCON
