Case Number,Day,When,What,Duration,Charges,Closed,Casecode
23-048,Thursday,3/23/2023,CH,0.25,MISDO,3/23/2023,APCON
23-049,Monday,3/6/2023,CH,0,MISDO,3/23/2023,APCON
23-049,Friday,3/10/2023,CH,0,MISDO,3/23/2023,APCON
23-049,Monday,3/20/2023,CH,0,MISDO,3/23/2023,APCON
23-049,Thursday,3/23/2023,CH,0,MISDO,3/23/2023,APCON
23-050,Tuesday,3/7/2023,JV,0.5,FELONY,7/10/2023,APCON
23-050,Tuesday,3/7/2023,CH,0.25,FELONY,7/10/2023,APCON
23-050,Tuesday,3/21/2023,CH,0.25,FELONY,7/10/2023,APCON
23-050,Wednesday,3/22/2023,CH,0.25,FELONY,7/10/2023,APCON
23-050,Friday,4/7/2023,JV,0.25,FELONY,7/10/2023,APCON
23-050,Friday,4/7/2023,A110,0.25,FELONY,7/10/2023,APCON
23-050,Wednesday,5/3/2023,JV,0.25,FELONY,7/10/2023,APCON
23-050,Thursday,5/4/2023,JV,0.25,FELONY,7/10/2023,APCON
23-050,Thursday,5/4/2023,CH,0.5,FELONY,7/10/2023,APCON
23-050,Monday,5/22/2023,CH,0.25,FELONY,7/10/2023,APCON
23-050,Monday,6/26/2023,JV,0.25,FELONY,7/10/2023,APCON
23-050,Monday,6/26/2023,CH,0.25,FELONY,7/10/2023,APCON
23-050,Monday,7/10/2023,CH,0.25,FELONY,7/10/2023,APCON
23-051,Tuesday,3/7/2023,CH,0.5,FELONY,7/10/2023,APCON
23-051,Tuesday,3/21/2023,CH,0.25,FELONY,7/10/2023,APCON
23-051,Wednesday,3/22/2023,CH,0.25,FELONY,7/10/2023,APCON
23-051,Friday,4/7/2023,JV,0.25,FELONY,7/10/2023,APCON
23-051,Friday,4/7/2023,A110,0.25,FELONY,7/10/2023,APCON
23-051,Wednesday,5/3/2023,JV,0.25,FELONY,7/10/2023,APCON
23-051,Thursday,5/4/2023,JV,0.25,FELONY,7/10/2023,APCON
23-051,Thursday,5/4/2023,CH,0.5,FELONY,7/10/2023,APCON
23-051,Monday,5/22/2023,CH,0.25,FELONY,7/10/2023,APCON
23-051,Monday,6/26/2023,JV,0.25,FELONY,7/10/2023,APCON
23-051,Monday,6/26/2023,CH,0.25,FELONY,7/10/2023,APCON
23-051,Monday,7/10/2023,CH,0.25,FELONY,7/10/2023,APCON
23-051,Wednesday,9/13/2023,CH,0.5,FELONY,7/10/2023,APCON
23-051,Thursday,10/19/2023,CH,0.5,FELONY,7/10/2023,APCON
23-052,Wednesday,3/8/2023,A104,0,FELONY,3/8/2023,APCON
23-052,Wednesday,3/8/2023,CH,0.25,FELONY,3/8/2023,APCON
23-053,Wednesday,3/8/2023,CH,0,MISDO,3/8/2023,APCON
23-054,Wednesday,3/8/2023,A104,0,PV,3/8/2023,APCON
23-054,Wednesday,3/8/2023,A104,0,PV,3/8/2023,APCON
23-054,Wednesday,3/8/2023,CH,0.25,PV,3/8/2023,APCON
23-055,Wednesday,3/8/2023,CH,0,MISDO,3/8/2023,APCON
23-056,Wednesday,3/8/2023,CH,0,MISDO,3/8/2023,APCON
23-057,Wednesday,3/8/2023,CH,0,MISDO,3/8/2023,APCON
23-058,Tuesday,3/7/2023,CH,0.25,FELONY,5/4/2023,APCON
23-058,Friday,3/10/2023,JV,0.25,FELONY,5/4/2023,APCON
23-058,Friday,3/17/2023,JV,0.25,FELONY,5/4/2023,APCON
23-058,Monday,3/20/2023,CH,0.25,FELONY,5/4/2023,APCON
23-058,Thursday,3/30/2023,JV,0.25,FELONY,5/4/2023,APCON
23-058,Monday,4/3/2023,CH,0.25,FELONY,5/4/2023,APCON
23-058,Thursday,5/4/2023,CH,0.25,FELONY,5/4/2023,APCON
23-058,Thursday,5/4/2023,CH,0.25,FELONY,5/4/2023,APCON
23-058,Tuesday,5/23/2023,CH,0,FELONY,5/4/2023,APCON
23-058,Tuesday,5/23/2023,CH,0,FELONY,5/4/2023,APCON
23-059,Tuesday,3/7/2023,CH,0.25,MISDO,5/4/2023,APCON
23-059,Friday,3/10/2023,JV,0.25,MISDO,5/4/2023,APCON
23-059,Friday,3/17/2023,JV,0.25,MISDO,5/4/2023,APCON
23-059,Monday,3/20/2023,CH,0,MISDO,5/4/2023,APCON
23-059,Thursday,3/30/2023,JV,0.25,MISDO,5/4/2023,APCON
23-059,Monday,4/3/2023,CH,0.25,MISDO,5/4/2023,APCON
23-059,Thursday,5/4/2023,CH,0.25,MISDO,5/4/2023,APCON
23-059,Tuesday,5/23/2023,CH,0,MISDO,5/4/2023,APCON
23-060,Friday,3/10/2023,JV,0.25,FELONY,6/12/2023,APCON
23-060,Friday,3/10/2023,CH,0.25,FELONY,6/12/2023,APCON
23-060,Monday,3/13/2023,A104,0.25,FELONY,6/12/2023,APCON
23-060,Friday,3/17/2023,JV,0.25,FELONY,6/12/2023,APCON
23-060,Monday,3/20/2023,CH,0.25,FELONY,6/12/2023,APCON
23-060,Tuesday,3/21/2023,CH,0.25,FELONY,6/12/2023,APCON
23-060,Thursday,4/13/2023,CH,0.25,FELONY,6/12/2023,APCON
23-060,Tuesday,5/30/2023,CH,0.5,FELONY,6/12/2023,APCON
23-060,Monday,6/12/2023,CH,0.5,FELONY,6/12/2023,APCON
23-061,Friday,3/10/2023,JV,0.25,MISDO,6/12/2023,APCON
23-061,Friday,3/10/2023,JV,0.25,MISDO,6/12/2023,APCON
23-061,Monday,3/13/2023,A104,0.25,MISDO,6/12/2023,APCON
23-061,Friday,3/17/2023,JV,0.25,MISDO,6/12/2023,APCON
23-061,Monday,3/20/2023,CH,0.25,MISDO,6/12/2023,APCON
23-061,Tuesday,3/21/2023,CH,0.25,MISDO,6/12/2023,APCON
23-061,Thursday,4/13/2023,CH,0.25,MISDO,6/12/2023,APCON
23-062,Wednesday,3/8/2023,CH,0,MISDO,00/00/0000,APCON
23-063,Wednesday,3/8/2023,CH,0.25,FELONY,3/10/2023,APCON
23-063,Thursday,3/9/2023,CH,0,FELONY,3/10/2023,APCON
23-064,Thursday,3/9/2023,CH,0,MISDO,3/10/2023,APCON
23-064,Monday,4/24/2023,CH,0,MISDO,3/10/2023,APCON
23-064,Wednesday,4/26/2023,CH,0,MISDO,3/10/2023,APCON
23-065,Wednesday,4/5/2023,JV,0.25,MISDO,9/18/2023,APCON
23-065,Monday,4/10/2023,CH,0.25,MISDO,9/18/2023,APCON
23-065,Tuesday,4/11/2023,CH,0.25,MISDO,9/18/2023,APCON
23-065,Thursday,4/20/2023,CH,0.25,MISDO,9/18/2023,APCON
23-065,Wednesday,5/3/2023,JV,0.25,MISDO,9/18/2023,APCON
23-065,Thursday,5/4/2023,CH,0.25,MISDO,9/18/2023,APCON
23-065,Tuesday,5/16/2023,JV,0.25,MISDO,9/18/2023,APCON
23-065,Thursday,5/18/2023,JV,0.25,MISDO,9/18/2023,APCON
23-065,Thursday,5/18/2023,CH,0.25,MISDO,9/18/2023,APCON
23-065,Tuesday,5/23/2023,JV,0.25,MISDO,9/18/2023,APCON
23-065,Tuesday,5/23/2023,CH,0.25,MISDO,9/18/2023,APCON
23-065,Wednesday,7/5/2023,JV,0.25,MISDO,9/18/2023,APCON
23-065,Wednesday,7/5/2023,A108,0.25,MISDO,9/18/2023,APCON
